date,SVENY01,SVENY02,SVENY03,SVENY04,SVENY05
1986-01-02,9.0054882000000003,9.0668862000000008,9.2032898000000003,9.3011111,9.3867095999999997
1986-01-03,9.2763852,9.2113049,9.3012426000000001,9.3902508000000005,9.4704854000000012
1986-01-06,9.4369668000000004,9.4480027999999994,9.5149258000000003,9.5700153999999991,9.6298701999999992
1986-01-07,9.1913792999999995,9.1279494000000003,9.1961496999999994,9.2962316999999999,9.4090503999999999
1986-01-08,9.3905911,9.3436294000000011,9.4721008999999992,9.6036616000000006,9.7072810999999994
1986-01-09,9.4400104000000002,9.4490722999999992,9.5641625999999995,9.650431900000001,9.734141300000001
1986-01-10,9.3561083000000007,9.3518176999999998,9.5297781999999991,9.6798235999999989,9.7931717000000003
1986-01-13,9.6923151999999995,9.6916825000000006,9.8180171000000005,9.9230351999999993,10.014542
1986-01-14,9.6968203000000006,9.7110381999999991,9.7920172000000001,9.8348458999999995,9.8873826999999999
1986-01-15,9.7290623000000007,9.7016520999999987,9.7415084000000007,9.793049700000001,9.868627
1986-01-16,9.6989093999999998,9.6517698999999997,9.7196125000000002,9.7853542999999998,9.8555658000000008
1986-01-17,9.7007229000000006,9.6199249000000009,9.6777137999999994,9.7506806000000008,9.8332048000000007
1986-01-20,9.7056243000000002,9.6825188999999998,9.7587401000000007,9.8161620999999997,9.8772493000000008
1986-01-21,9.6602585000000012,9.6348072000000009,9.7100477999999999,9.7871751000000007,9.8720241000000009
1986-01-22,9.5498370999999995,9.6150246999999993,9.7547098999999999,9.8273703999999995,9.8925967999999997
1986-01-23,9.5491279000000002,9.5608819999999994,9.6917517999999987,9.7740025999999993,9.8491166000000003
1986-01-24,9.6974589000000009,9.6577734,9.7512764000000001,9.7898466000000006,9.8225478000000006
1986-01-27,9.8431215999999999,9.7439101000000008,9.7825211999999997,9.7998241999999998,9.8303586000000003
1986-01-28,9.7851417000000005,9.7170769999999997,9.7753762999999996,9.7905625999999994,9.8117304999999995
1986-01-29,9.7306740999999999,9.6440057999999986,9.721316400000001,9.7812318999999999,9.8379539999999999
1986-01-30,9.8611634000000006,9.7128093999999994,9.7854367,9.8231374999999996,9.849439499999999
1986-01-31,9.9062353000000005,9.7899259999999995,9.8649711,9.8874873000000001,9.8941302999999987
1986-02-03,10.124335,10.012432,10.034978000000001,10.008454,9.9816383999999996
1986-02-04,10.100726,9.9948557999999998,10.034217,10.015532,9.9825667000000013
1986-02-05,10.063835000000001,9.9575502,9.9986521999999987,9.9662404999999996,9.9261502000000004
1986-02-06,10.017966000000001,9.7990910000000007,9.8680117999999997,9.8937919999999995,9.8916293
1986-02-07,10.136721999999999,9.9010367000000006,9.9888579000000011,10.018151,10.011665000000001
1986-02-10,10.117298,9.8759764000000008,9.9623162000000001,10.001697,9.9981547000000006
1986-02-11,10.08924,9.8622686000000002,9.9326073000000008,9.9482637,9.9395597000000002
1986-02-12,10.161895999999999,9.9261585999999991,9.9524149000000008,9.9547889000000005,9.9476300000000002
1986-02-13,10.366289,10.035632999999999,10.022352,10.002621000000001,9.9812817000000003
1986-02-14,10.149272,9.8922544000000006,9.9062079999999995,9.8716264999999996,9.8360807000000001
1986-02-17,10.118624000000001,9.8656731000000004,9.8055263999999998,9.7457231000000011,9.7197800999999995
1986-02-18,9.9372687000000006,9.6742697999999994,9.6513995000000001,9.5993887999999998,9.5714298000000007
1986-02-19,9.9038135,9.6736801000000003,9.6484951999999993,9.592479299999999,9.5711819000000009
1986-02-20,9.8484683000000004,9.6256257999999999,9.5773685999999998,9.5141410000000004,9.5037813999999994
1986-02-21,9.563955,9.4103823999999996,9.3313932000000008,9.2468668000000012,9.2641805000000002
1986-02-24,9.4464664000000003,9.380093200000001,9.4206445999999993,9.3767474000000011,9.3670109000000004
1986-02-25,9.629852399999999,9.368981999999999,9.3874808999999999,9.4098917000000011,9.4402015000000006
1986-02-26,9.5552831999999999,9.4272153999999997,9.4384186999999997,9.3984038999999999,9.4076389999999996
1986-02-27,9.6941822999999996,9.5675880000000006,9.5417231999999998,9.3809114999999998,9.2936978999999997
1986-02-28,10.004016999999999,9.8450548999999992,9.7637078000000006,9.5899631999999997,9.5033124999999998
1986-03-03,9.9620905000000004,9.8417158000000011,9.7776774999999994,9.6167005000000003,9.5320410999999989
1986-03-04,9.8732293999999996,9.5775513000000014,9.6441860000000013,9.6097557000000009,9.5401033000000002
1986-03-05,9.9627064000000001,9.6716254999999993,9.6341760999999995,9.611558800000001,9.6009902
1986-03-06,9.8653569999999995,9.5312768999999999,9.4701632,9.4730045,9.5119945000000001
1986-03-07,9.5007035000000002,9.2197732000000006,9.2179465999999994,9.2689074999999992,9.3340957000000007
1986-03-10,9.1618487999999996,8.8719307000000001,8.8795579999999994,8.9714416000000003,9.0853412999999996
1986-03-11,9.1782392999999995,8.8844204999999992,8.8714977000000008,8.946715600000001,9.0508812999999986
1986-03-12,9.1020245000000006,8.8613762000000005,8.8703105999999998,8.9231707,8.981640500000001
1986-03-13,9.1751062000000001,8.957847300000001,8.9764631000000001,9.0117984,9.0416647999999995
1986-03-14,9.0512169,8.8634781999999994,8.9082966999999993,8.9547927999999999,8.9828992000000003
1986-03-17,9.0351288000000007,8.8807047000000008,8.9199956999999994,8.9688311000000009,9.0107891999999996
1986-03-18,9.1546368999999999,8.9990227000000012,9.0155570000000012,9.0582127000000003,9.1119401999999994
1986-03-19,9.1841967999999987,8.9872487999999997,9.0105587000000007,9.0818081999999993,9.1676120000000001
1986-03-20,9.2452281000000003,9.0475160999999993,9.0519613000000003,9.1076160000000002,9.176665400000001
1986-03-21,9.3307313999999995,9.1218155000000003,9.1152437000000006,9.1509652999999993,9.1998197000000008
1986-03-24,9.2998145000000001,9.0857235999999997,9.0708431000000012,9.0954845000000013,9.1350116999999997
1986-03-25,9.3378955000000001,9.0983561000000002,9.0902671999999995,9.0985391999999994,9.1302349000000014
1986-03-27,9.1260782000000003,8.8895020999999996,8.7915112999999998,8.7231831999999994,8.7229310000000009
1986-03-31,8.9662372999999995,8.8070852000000013,8.7227300999999997,8.6046426,8.5521525999999994
1986-04-01,8.9460970999999994,8.7959657,8.7223828999999995,8.6346179000000003,8.6160427999999989
1986-04-02,9.0580169000000001,8.8909295000000004,8.804237800000001,8.7166107000000004,8.6835837999999992
1986-04-03,9.0940829999999995,8.9451591999999991,8.8707618999999998,8.7906955,8.7729011999999997
1986-04-04,9.0985399999999998,8.9882393,8.9508609999999997,8.924346700000001,8.9350845000000003
1986-04-07,9.0290901000000012,8.9035978999999994,8.8562053000000009,8.8553700000000006,8.8980934000000005
1986-04-08,8.8109953000000001,8.7745830999999992,8.7029533000000008,8.6195169000000007,8.6059447999999996
1986-04-09,8.6211161999999995,8.7118493000000008,8.6578177000000007,8.5287775000000003,8.4849887000000006
1986-04-10,8.6847306,8.6301296000000001,8.5369846000000003,8.4782284000000008,8.5378144000000002
1986-04-11,8.8524616999999992,8.6739473,8.613305200000001,8.6260590999999991,8.6828503000000001
1986-04-14,8.8581947999999997,8.7477689999999999,8.6699382000000007,8.637474000000001,8.6529941000000008
1986-04-15,8.8913911999999993,8.7388572999999994,8.7273878000000007,8.7624215999999997,8.8220572999999991
1986-04-16,8.6822172999999996,8.6228911000000004,8.5886156000000007,8.5770168999999985,8.5982243
1986-04-17,8.6925960999999994,8.4976425999999989,8.4977287999999991,8.5473943999999999,8.6108570999999987
1986-04-18,8.6888036999999994,8.5141154999999991,8.5138665000000007,8.5646371000000006,8.6357666999999996
1986-04-21,8.6729938999999998,8.4974840999999994,8.4760805999999995,8.5123134999999994,8.5779881000000007
1986-04-22,8.7900366999999999,8.6055782999999995,8.6198671999999998,8.6724957000000007,8.7319844999999994
1986-04-23,8.8848970999999999,8.7322597999999996,8.6883179000000013,8.7165131000000002,8.7929402000000003
1986-04-24,8.9228129999999997,8.7130561999999987,8.6897181000000003,8.7494247999999999,8.8446221999999999
1986-04-25,8.8621201999999997,8.674331200000001,8.7100536000000002,8.8048693,8.906498599999999
1986-04-29,8.6552770999999993,8.5376300000000001,8.5709337999999988,8.6671499000000001,8.7782590999999996
1986-04-30,8.6531076999999996,8.5470474000000003,8.5744863999999996,8.6684698999999998,8.7834500999999996
1986-05-01,8.7217783999999998,8.6015318000000001,8.6063074999999998,8.7148732000000013,8.8669975000000001
1986-05-02,8.6954789000000012,8.5678181000000002,8.6002202000000008,8.7345284000000003,8.9007553999999995
1986-05-05,8.6234560000000009,8.5106351999999994,8.5367785000000005,8.6700505000000003,8.840532099999999
1986-05-06,8.5368700000000004,8.4247800000000002,8.4904323999999995,8.6228256999999999,8.7610425999999997
1986-05-07,8.5647096999999999,8.4529139999999998,8.5133261000000005,8.6504340000000006,8.799043600000001
1986-05-08,8.4688885999999997,8.3602190000000007,8.4407602999999991,8.5802265999999996,8.7210666999999997
1986-05-12,8.5895495999999998,8.4777535999999998,8.5291221999999998,8.6874868999999997,8.860887700000001
1986-05-13,8.6276533999999998,8.4925828999999986,8.5433970000000006,8.6700146,8.8093684000000003
1986-05-14,8.5241378000000001,8.5119910000000001,8.5775036,8.6955402999999993,8.8280887999999997
1986-05-15,8.5451473999999994,8.5356158999999998,8.6471478000000008,8.798233699999999,8.9461087999999993
1986-05-16,8.6506836000000007,8.6435808999999999,8.7275750999999993,8.8912243000000011,9.0760101999999989
1986-05-20,8.5761120000000002,8.6222893999999997,8.7268369999999997,8.8688742999999999,9.0161067999999993
1986-05-21,8.5460048999999998,8.5601038000000003,8.6831747000000004,8.8380407999999999,8.9853354999999997
1986-05-22,8.5167149999999996,8.548525999999999,8.7336685000000003,8.9019408000000002,9.0211082000000005
1986-05-23,8.5304739999999999,8.5557645999999998,8.7379791000000004,8.9017348999999992,9.0151156999999991
1986-05-26,8.522919700000001,8.6017140000000012,8.7520106000000002,8.8955794000000008,9.0112988999999999
1986-05-27,8.5466748999999993,8.5875851000000001,8.7448526999999991,8.8892173999999997,8.9969038999999995
1986-05-28,8.7015799000000005,8.7336425999999996,8.8362555999999994,8.9818166000000002,9.1252838999999994
1986-05-29,8.8591676999999986,8.8992164000000002,9.0303763999999997,9.1854838000000001,9.3188823999999997
1986-05-30,8.917503,9.0352721999999996,9.1195804999999996,9.2251723999999999,9.3341467999999992
1986-06-02,9.1630032000000003,9.3135526999999989,9.3625334999999996,9.4322945000000011,9.525754899999999
1986-06-03,9.0583024000000005,9.1855928999999996,9.2473918000000008,9.3046089999999992,9.3671230999999988
1986-06-04,8.981856500000001,9.0100018000000013,9.1977887999999997,9.3559219000000002,9.4554916000000002
1986-06-05,9.1633215999999997,9.3244144000000002,9.2982326000000004,9.2943327,9.3457367999999992
1986-06-06,9.1286715000000012,9.275534200000001,9.1821344000000007,9.1214179000000009,9.1413527999999999
1986-06-09,9.0802078000000002,9.2560018999999993,9.2373265999999994,9.2346906000000004,9.2772777000000008
1986-06-10,8.9416012000000009,9.1386286000000005,9.1332538999999997,9.1282899999999998,9.1685873000000004
1986-06-11,8.9267572000000008,9.1117704999999987,9.1372991999999993,9.1533771999999995,9.1959914000000005
1986-06-12,8.9468496000000002,9.0173152000000005,9.0684345000000004,9.1450452000000002,9.2342893000000004
1986-06-13,8.7549489999999999,8.8564933000000003,8.8846573000000006,8.9350120000000004,9.0167069000000009
1986-06-16,8.6519022000000003,8.7232807000000001,8.7743973000000004,8.8466415999999999,8.9355568000000005
1986-06-17,8.7464975000000003,8.8155450000000002,8.8482407999999992,8.9062259000000008,8.9845803000000011
1986-06-18,8.7795011000000009,8.8757081000000007,8.8949561999999993,8.9311835000000013,8.9930567000000003
1986-06-19,8.9524670999999998,8.9783796999999996,8.9350021000000002,8.9488909000000003,9.0189913999999991
1986-06-20,8.880682199999999,8.8402583000000003,8.8147970000000004,8.8434101999999992,8.9114863999999994
